player_name;position;squad;age;born_year;match_played;minutes_played;minutes_per_match;first_eleven;90_mins_complated;points_per_match;yellow_card;red_card;second_yellow_card;fouls_committed;fouls_drawn;offsides;crosses;interceptions;tackles_won;own_goals;goals;assists;shots;shots_on_target;penalty_goals;penalty_attempts
Braian Samudio;MF.FW;Rizespor;24;1995;37;2514;68.0;27;9;1.14;3;0;0;44;41;12;69;17;36;0;8;4;64;27;2;2
Pablo Santos;DF;Hatayspor;28;1992;36;3219;89.0;35;35;1.5;11;0;0;51;38;2;4;88;46;1;1;0;17;4;0;0
Cristian Săpunaru;DF;Kayserispor;36;1984;25;1919;77.0;20;18;1.2;3;2;1;12;19;0;0;31;16;0;0;0;8;4;0;0
Marcelo Saracchi;DF;Galatasaray;22;1998;27;2147;80.0;26;17;2.04;2;0;0;23;20;4;110;51;28;0;0;2;10;4;0;0
Veysel Sarı;DF;Antalyaspor;32;1988;30;2393;80.0;28;23;1.17;11;1;1;25;35;1;8;39;29;0;4;0;24;10;0;0
Yusuf Sari;MF;Trabzonspor;21;1998;26;715;28.0;5;0;1.77;4;0;0;7;21;1;41;4;8;0;1;1;18;10;0;0
Murat Sarıgül;DF;Fatih Karagümrük;19;2001;3;104;35.0;1;1;2.33;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Mert Sarıkuş;FW;Denizlispor;19;2001;1;2;2.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zvonimir Šarlija;DF;Ankaragücü;23;1996;32;2803;88.0;31;28;1.03;15;0;0;40;51;0;6;62;32;0;1;0;12;6;0;0
Léo Schwechlen;DF;Erzurum BB;31;1989;27;243;90.0;27;27;1.15;3;0;0;39;38;0;47;49;46;1;1;2;10;4;0;0
Tarkan Serbest;DF.MF;Kasımpaşa;26;1994;20;134;67.0;15;12;1.45;6;0;0;16;8;0;11;20;9;0;0;0;4;2;0;0
Özgür Sert;MF;Erzurum BB;19;2001;3;97;32.0;0;0;1.0;0;0;0;0;3;0;0;1;1;0;1;1;3;1;0;0
Cemalil Sertel;DF;Başakşehir;20;2000;12;405;34.0;5;1;1.33;0;0;0;6;8;0;14;12;12;0;0;0;3;0;0;0
Levan Shengelia;MF;Konyaspor;24;1995;33;1532;46.0;18;4;1.09;1;0;0;16;20;8;47;14;13;0;5;3;37;9;0;0
Beykan Şimşek;MF;Göztepe;25;1995;6;122;20.0;1;0;1.0;0;0;0;2;1;0;1;1;2;0;1;0;3;1;0;0
Doğukan Sınık;MF;Antalyaspor;21;1999;21;919;44.0;9;2;1.24;2;0;0;25;12;0;18;16;9;0;1;0;18;6;0;0
Giovanni Sio;MF.FW;Gençlerbirliği;31;1989;22;1272;58.0;15;4;1.05;5;0;0;18;17;6;23;8;5;0;2;1;38;11;0;1
Emmanouil Siopis;MF;Alanyaspor;26;1994;35;2365;68.0;30;10;1.51;7;0;0;40;54;0;5;45;25;0;0;0;7;3;0;0
Ömer Şişmanoğlu;MF;Erzurum BB;30;1989;12;249;21.0;1;0;0.83;1;0;0;7;3;3;0;1;2;0;0;0;4;0;0;0
Ibrahim Sissoko;MF.FW;Erzurum BB;28;1991;13;510;39.0;6;1;0.69;0;0;0;6;9;1;8;1;2;0;1;1;6;3;0;0
Mario Šitum;MF;Kayserispor;28;1992;1;90;90.0;1;1;3.0;0;0;0;2;2;0;1;4;0;0;0;0;1;0;0;0
Guilherme Sityá;DF;Konyaspor;30;1990;36;3216;89.0;36;35;1.36;5;0;0;38;27;6;213;61;44;0;1;5;18;5;0;0
Milan Škoda;FW;Rizespor;34;1986;29;1855;64.0;21;7;1.17;4;1;1;35;26;11;5;2;2;0;9;2;52;23;4;4
Martin Škrtel;DF;Başakşehir;35;1984;10;816;82.0;10;8;1.2;3;0;0;9;9;1;0;16;7;0;0;1;8;0;0;0
Nejc Skubic;DF;Konyaspor;31;1989;39;3423;88.0;38;36;1.28;5;1;1;18;52;11;92;53;21;0;2;5;20;8;0;1
Artur Sobiech;FW;Fatih Karagümrük;30;1990;34;1957;58.0;24;5;1.59;5;0;0;39;26;8;5;5;8;0;9;1;28;15;0;0
Kubilay Sönmez;MF.DF;Göztepe;26;1994;19;668;35.0;6;1;1.68;2;0;0;8;10;0;0;7;11;0;0;0;1;0;0;0
José Sosa;MF;Fenerbahçe;35;1985;34;2105;62.0;23;14;2.06;3;0;0;30;37;1;112;39;38;0;4;3;31;13;3;4
André Sousa;MF;Gaziantep FK;30;1990;24;112;47.0;13;3;1.21;6;0;0;21;11;1;18;19;13;0;1;2;13;3;0;0
Claudemir de Souza;MF;Sivasspor;32;1988;30;1854;62.0;20;11;1.6;2;0;0;18;6;1;9;26;25;0;0;1;9;3;0;0
Josef de Souza;MF;Beşiktaş;31;1989;33;2878;87.0;32;30;2.06;7;1;0;31;41;0;12;66;48;0;2;3;42;7;0;0
Furkan Soyalp;MF;Gaziantep FK;25;1995;22;443;20.0;2;1;1.55;1;0;0;11;8;1;4;7;11;0;1;0;7;2;0;0
Srđan Spiridonović;FW.MF;Gençlerbirliği;26;1993;6;91;15.0;0;0;1.17;0;0;0;3;0;1;6;2;2;0;0;0;0;0;0;0
Bogdan Stancu;FW;Gençlerbirliği;33;1987;24;1602;67.0;18;7;0.96;1;0;0;15;17;9;10;3;1;0;7;2;27;11;0;1
Neven Subotić;DF;Denizlispor;31;1988;5;405;81.0;4;4;0.8;0;0;0;4;3;0;3;8;5;0;1;0;4;1;0;0
Burak Süleyman;FW;Göztepe;25;1994;5;77;15.0;0;0;0.4;0;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0
Attila Szalai;DF;Fenerbahçe;22;1998;21;1833;87.0;21;19;2.05;1;0;0;12;12;0;12;31;16;0;3;0;16;4;0;0
Alexander Søderlund;FW;Rizespor;32;1987;12;535;45.0;6;1;1.0;0;0;0;13;7;4;1;0;1;0;1;0;13;8;0;0
Ravil Tagir;DF;Başakşehir;17;2003;7;290;41.0;3;2;1.29;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Montassar Talbi;DF;Rizespor;22;1998;21;1802;86.0;20;20;1.29;3;0;0;25;6;0;1;39;25;0;1;0;15;2;0;0
Emre Taşdemir;DF;Galatasaray;24;1995;9;515;57.0;5;3;2.11;2;0;0;9;6;1;38;5;5;0;0;1;3;0;0;0
Efe Tatlı;MF;Fatih Karagümrük;18;2002;6;361;60.0;5;1;1.33;0;0;0;3;7;0;3;5;9;0;0;1;4;1;0;0
Adolphe Teikeu;DF;Erzurum BB;30;1990;18;1507;84.0;17;15;1.28;3;0;0;12;6;0;0;38;7;0;0;0;7;1;0;0
Mahmut Tekdemir;MF;Başakşehir;32;1988;31;1842;59.0;24;5;1.13;5;1;1;19;24;1;10;30;14;0;1;0;20;5;0;0
Benjamin Tetteh;FW.MF;Yeni Malatyaspor;23;1997;32;2519;79.0;27;19;0.97;7;0;0;59;46;26;38;7;20;0;5;4;56;21;0;0
Thuram;FW;Konyaspor;29;1991;1;3;3.0;0;0;1.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Mickaël Tirpan;MF.DF;Kasımpaşa;26;1993;16;1182;74.0;13;9;1.19;3;0;0;33;13;0;14;28;19;0;1;0;13;3;0;0
Marcel Tisserand;DF;Fenerbahçe;27;1993;25;1938;78.0;22;21;2.0;3;0;0;23;15;1;4;30;13;0;1;1;11;6;0;0
Titi;DF;Göztepe;32;1988;20;1149;57.0;12;11;1.35;2;0;0;13;15;0;3;19;14;0;1;1;6;2;0;0
Dorukhan Toköz;MF.DF;Beşiktaş;24;1996;31;1297;42.0;13;6;2.13;7;1;0;37;25;1;7;35;28;0;0;3;6;1;0;0
Mehmet Topal;MF.DF;Başakşehir;34;1986;25;133;53.0;13;9;1.36;2;1;1;17;12;2;5;24;25;0;2;2;12;4;0;0
Jetmir Topalli;MF;Yeni Malatyaspor;22;1998;13;175;13.0;1;0;0.85;3;0;0;9;4;0;1;2;1;0;1;0;12;4;0;0
Gökhan Töre;FW.MF;Beşiktaş;28;1992;20;644;32.0;5;1;2.2;1;0;0;13;8;12;24;2;4;0;3;1;19;8;0;0
Tunay Torun;MF.FW;Rizespor;30;1990;17;926;54.0;10;1;1.0;3;0;0;17;16;9;51;7;6;0;2;0;12;4;0;0
Alin Toșca;DF;Gaziantep FK;28;1992;32;2873;90.0;32;31;1.56;4;0;0;15;25;0;4;40;19;0;0;0;5;1;0;0
Duško Tošić;DF;Kasımpaşa;35;1985;10;722;72.0;8;7;0.8;3;0;0;10;8;0;4;21;11;0;0;0;5;1;0;0
Cenk Tosun;FW;Beşiktaş;29;1991;3;174;58.0;2;0;3.0;0;0;0;3;2;0;0;1;1;0;3;1;10;6;0;0
Zargo Touré;DF;Gençlerbirliği;30;1989;23;199;87.0;22;20;0.83;3;0;0;6;6;0;4;47;14;0;0;0;6;0;0;0
Adama Traoré;MF;Hatayspor;25;1995;35;2302;66.0;29;6;1.66;3;0;0;22;73;2;49;25;10;0;0;6;19;4;0;0
Zlatko Tripić;MF;Göztepe;27;1992;31;151;49.0;19;1;1.32;1;0;0;17;24;11;76;13;12;0;3;2;25;8;0;0
Ozan Tufan;MF;Fenerbahçe;25;1995;37;2704;73.0;32;18;2.11;4;0;0;32;67;1;44;39;34;0;6;8;61;20;1;1
Arda Turan;MF;Galatasaray;33;1987;32;1618;51.0;21;1;2.09;7;0;0;35;28;9;44;12;17;0;4;2;22;9;0;0
Atila Turan;DF;Ankaragücü;28;1992;26;1777;68.0;20;13;1.08;5;0;0;22;15;1;101;49;19;0;0;1;11;5;0;0
Hüseyin Türkmen;DF;Trabzonspor;22;1998;11;944;86.0;11;8;1.64;0;0;0;9;9;0;5;19;10;0;0;1;3;0;0;0
Veton Tusha;MF.FW;Denizlispor;17;2002;11;338;31.0;4;0;0.55;0;0;0;5;5;0;3;1;4;0;2;0;7;4;0;0
Georgios Tzavellas;DF;Alanyaspor;32;1987;35;3053;87.0;34;32;1.54;11;1;0;20;40;0;33;46;17;1;2;1;18;6;0;0
Salih Uçan;MF;Alanyaspor;26;1994;35;2425;69.0;29;8;1.43;10;0;0;54;35;3;149;30;45;0;2;6;54;17;0;0
Murat Uçar;DF;Erzurum BB;28;1991;30;2169;72.0;25;22;1.13;9;1;0;39;36;5;87;47;23;0;0;1;4;1;0;0
Uğur Uçar;DF;Başakşehir;33;1987;10;409;41.0;4;0;1.4;1;0;0;7;2;1;22;6;4;0;0;0;1;0;0;0
Alper Uludağ;MF.DF;Konyaspor;29;1990;6;243;41.0;3;0;1.0;4;0;0;4;4;2;4;4;2;0;0;1;2;1;0;0
Atakan Üner;MF;Beşiktaş;21;1999;3;65;22.0;1;0;2.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Furkan Uslu;MF;Denizlispor;17;2002;1;4;4.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Necip Uysal;DF.MF;Beşiktaş;29;1991;29;1493;51.0;16;8;2.21;4;0;0;34;25;3;31;23;34;0;1;2;6;2;0;0
Anthony Uzodimma;MF;Kayserispor;21;1999;2;152;76.0;2;1;1.5;0;0;0;0;3;0;1;0;2;0;0;0;1;0;0;0
Muhammed Uzun;FW;Alanyaspor;15;2005;1;1;1.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ömer Uzun;FW;Kayserispor;20;2000;2;104;52.0;1;0;1.5;0;0;0;1;1;1;1;0;1;0;0;0;2;0;0;0
Enner Valencia;MF.FW;Fenerbahçe;30;1989;34;2466;73.0;29;10;2.24;7;0;0;63;59;14;74;23;31;0;12;4;72;25;3;4
Federico Varela;MF;Denizlispor;24;1996;7;272;39.0;3;1;0.86;0;0;0;2;4;1;13;1;2;0;0;0;2;0;0;0
Kevin Varga;MF.FW;Kasımpaşa;24;1996;37;2154;58.0;23;7;1.14;4;0;0;22;16;7;56;27;16;0;4;4;36;15;0;0
Domagoj Vida;DF;Beşiktaş;31;1989;34;3019;89.0;34;32;2.12;5;0;0;41;23;0;5;70;17;0;5;0;16;5;0;0
Edin Višća;MF;Başakşehir;30;1990;26;2067;80.0;23;15;1.5;2;0;0;13;22;3;152;18;12;0;5;8;46;16;1;3
Idriz Voca;MF;Ankaragücü;23;1997;26;1312;50.0;13;4;1.0;3;0;0;24;19;0;5;22;17;0;0;0;9;3;0;0
Güray Vural;MF.DF;Gaziantep FK;32;1988;33;2147;65.0;25;12;1.42;5;0;0;15;10;4;163;32;15;0;0;5;29;12;0;0
Wallace;DF;Yeni Malatyaspor;25;1994;28;2449;87.0;27;26;1.07;3;0;0;19;9;0;5;46;17;0;0;0;8;1;0;0
Welinton;DF;Beşiktaş;31;1989;35;2992;85.0;34;32;2.06;9;0;0;61;41;2;12;59;51;0;1;2;24;4;0;0
Güven Yalçın;FW;Beşiktaş;21;1999;13;285;22.0;3;0;2.08;1;0;0;6;8;0;7;1;0;0;1;0;12;2;0;0
Robin Yalçın;DF.MF;Sivasspor;26;1994;34;2604;77.0;30;24;1.56;8;0;0;31;21;1;29;44;36;0;1;1;11;7;1;1
Mert Yandaş;MF;Fenerbahçe;25;1994;34;168;49.0;19;4;2.18;6;0;0;33;25;7;58;17;16;0;4;1;43;19;0;0
Ahmed Yasin Ghani;MF;Denizlispor;29;1991;7;309;44.0;3;1;1.0;0;0;0;9;5;1;8;2;2;0;0;0;3;0;0;0
Karahan Yasir Subaşı;DF;Kayserispor;24;1996;13;645;50.0;7;4;1.31;2;0;0;9;7;0;18;8;15;0;0;1;2;1;0;0
Mustapha Yatabaré;FW.MF;Sivasspor;34;1986;32;2217;69.0;27;9;1.47;6;0;0;49;32;22;35;12;24;0;10;2;48;22;0;0
Zeki Yavru;MF.DF;Yeni Malatyaspor;28;1991;32;2005;63.0;23;9;1.25;3;0;0;30;21;0;100;46;33;0;2;1;17;5;0;0
DeAndre Yedlin;DF;Galatasaray;27;1993;11;668;61.0;9;5;2.27;3;1;1;15;6;2;24;11;12;0;1;0;2;1;0;0
Hakan Yeşil;MF;Trabzonspor;18;2002;1;1;1.0;0;0;3.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Erdoğan Yeşilyurt;MF;Sivasspor;26;1993;29;1916;66.0;23;7;1.79;7;1;0;18;26;5;99;18;12;0;3;5;45;16;0;0
Fatih Yiğit Şanlitürk;MF;Fenerbahçe;17;2003;2;18;9.0;0;0;3.0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Emre Yıldırım;DF;Denizlispor;18;2002;1;90;90.0;1;1;0.0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0
Murat Yıldırım;MF;Gençlerbirliği;33;1987;30;15;50.0;16;1;0.83;6;0;0;24;21;2;19;15;22;0;1;4;10;2;0;0
Zeki Yıldırım;MF;Fatih Karagümrük;29;1991;5;58;12.0;0;0;1.2;0;0;0;0;2;0;2;2;1;0;0;0;1;1;0;0
Berk Yıldız;FW.MF;Yeni Malatyaspor;24;1996;2;55;28.0;0;0;0.5;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0
Ahmet Yılmaz Çalık;DF;Konyaspor;26;1994;29;2417;83.0;27;26;1.41;6;0;0;22;30;2;1;61;20;0;1;1;12;5;0;0
Kartal Yılmaz;MF;Beşiktaş;19;2000;1;9;9.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mert Yilmaz;DF.MF;Antalyaspor;21;1999;11;774;70.0;10;5;0.36;1;0;0;6;2;1;7;9;10;0;0;1;2;1;0;0
Oğuz Yılmaz;DF;Denizlispor;27;1993;18;1279;71.0;15;12;0.61;4;0;0;7;19;1;1;28;9;0;1;0;6;3;0;0
Rıdvan Yılmaz;DF;Beşiktaş;19;2001;18;1147;64.0;13;11;2.06;1;0;0;14;12;0;31;19;8;0;1;2;8;1;0;0
Sefa Yılmaz;MF;Gençlerbirliği;30;1990;35;2113;60.0;24;3;0.97;7;0;0;40;30;8;24;22;21;0;4;3;38;22;0;0
İsmail Yüksek;MF;Fenerbahçe;21;1999;1;13;13.0;0;0;3.0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0
Mustafa Yumlu;DF;Denizlispor;32;1987;27;2154;80.0;26;23;0.93;4;0;0;23;22;1;1;44;21;1;0;0;16;6;0;0
Ulaş Zengin;DF;Gaziantep FK;23;1997;2;111;56.0;1;1;1.5;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0
Ervin Zukanović;DF;Fatih Karagümrük;33;1987;17;147;86.0;17;15;1.59;5;1;1;18;9;0;4;23;5;0;3;1;14;4;0;0
Peter Žulj;MF;Göztepe;27;1993;16;704;44.0;8;0;1.38;1;0;0;22;8;0;13;6;9;0;4;0;23;11;1;1
Fernando Zuqui;MF;Yeni Malatyaspor;28;1991;11;204;19.0;1;0;1.27;2;0;0;2;4;0;1;1;3;0;0;0;5;2;0;0
Damjan Đoković;MF;Rizespor;30;1990;19;1656;87.0;19;15;1.05;5;0;0;9;13;0;20;13;10;0;2;0;23;8;0;0
Daniel Łukasik;MF;Ankaragücü;29;1991;23;1496;65.0;17;8;0.87;2;0;0;17;30;1;14;11;19;0;2;0;15;3;0;0
Aatif Chahechouhe;MF.FW;Erzurum BB.Fatih Karagümrük;34;1986;29;1845;63.62;20;10;1.24;3;0;0;35;33;1;30;10;26;0;4;1;55;18;2;3
Adis Jahović;FW;Antalyaspor.Göztepe;33;1987;34;2039;59.97;22;6;1.38;2;1;0;38;25;13;5;12;8;0;7;2;38;16;0;0
Ahmet Oğuz;DF;Kasımpaşa.Sivasspor;27;1993;24;94;3.92;19;11;1.79;3;0;0;33;33;0;28;41;39;1;0;5;5;0;0;0
Ali Yavuz Kol;MF.DF;Denizlispor.Galatasaray;19;2001;12;340;28.33;4;0;0.84;5;1;1;12;3;0;10;4;3;0;0;0;7;2;0;0
Amedej Vetrih;MF;Gaziantep FK.Rizespor;29;1990;29;1921;66.24;22;8;1.58;8;0;0;50;19;1;5;34;45;1;1;0;7;3;0;0
Anastasios Bakasetas;MF.FW;Alanyaspor.Trabzonspor;27;1993;38;1758;46.26;36;21;1.82;8;0;0;50;66;1;182;18;31;0;13;4;110;48;4;5
Barış Yardımcı;DF;Konyaspor.Sivasspor;27;1992;10;715;71.5;8;4;0.8;2;0;0;7;11;0;17;7;8;0;0;0;2;1;0;0
Berat Özdemir;MF;Gençlerbirliği.Trabzonspor;22;1998;28;2104;75.14;24;16;1.61;2;1;0;24;38;1;12;48;35;0;3;0;20;7;0;0
Bilal Başaçıkoğlu;FW.MF;Gaziantep FK.Trabzonspor;25;1995;18;354;19.67;2;0;1.22;1;0;0;13;7;0;18;5;6;0;0;0;8;2;0;0
Brahim Darri;FW.MF;Erzurum BB.Fatih Karagümrük;25;1994;10;368;36.8;4;1;1.2;0;0;0;6;5;1;5;4;3;0;0;1;9;3;0;0
Deniz Turuc;MF;Başakşehir.Fenerbahçe;27;1993;34;2432;71.53;28;13;1.38;5;0;0;33;41;4;211;19;23;0;2;2;34;12;0;0
Erik Sabo;MF;Fatih Karagümrük.Rizespor;28;1991;30;2147;71.57;25;13;1.53;5;1;1;29;35;6;11;18;13;0;7;2;40;17;3;5
Fousseni Diabaté;MF;Göztepe.Trabzonspor;24;1995;24;1254;52.25;15;1;1.2;3;0;0;15;21;0;14;12;15;0;2;3;10;2;0;0
Gastón Campi;DF;Fatih Karagümrük.Trabzonspor;29;1991;18;1545;85.83;16;14;1.22;4;0;0;17;2;0;0;39;11;0;1;2;9;3;0;0
Guilherme;MF;Göztepe.Trabzonspor;29;1991;12;813;67.75;9;2;1.17;1;0;0;24;19;3;34;4;7;0;2;1;13;4;1;1
Hasan Ayaroğlu;FW.MF;Alanyaspor.Denizlispor;25;1995;20;673;33.65;6;3;0.65;2;0;0;13;16;0;20;9;10;0;0;1;5;3;0;0
Hasan Hüseyin Acar;MF;Alanyaspor.Kayserispor;25;1994;14;784;56.0;9;3;1.07;1;0;0;7;9;0;33;5;6;0;0;0;16;4;0;0
Jeremain Lens;MF;Beşiktaş.Fatih Karagümrük;32;1987;18;669;37.17;7;2;1.5;3;0;0;20;14;5;26;3;3;0;4;1;11;6;1;1
Jesse Sekidika;MF;Galatasaray.Konyaspor;24;1996;25;1624;64.96;18;6;1.6;2;0;0;14;24;4;41;17;26;0;2;1;32;19;0;0
Jimmy Durmaz;MF.DF;Fatih Karagümrük.Galatasaray;31;1989;30;1446;48.2;15;4;1.43;2;1;0;20;21;4;53;19;16;0;3;3;28;11;0;0
Kemal Ademi;FW;Fenerbahçe.Karagümrük;24;1996;13;453;34.85;5;0;1.38;1;0;0;14;3;3;0;1;1;0;0;1;11;2;0;0
Kubilay Aktaş;MF.DF;Denizlispor.Gaziantep FK;25;1995;19;1200;63.16;11;4;1.16;5;0;0;18;11;0;1;26;18;0;0;0;4;2;0;0
Nazim Sangaré;DF;Antalyaspor.Fenerbahçe;26;1994;20;1676;83.8;19;15;2.2;2;0;0;19;37;0;31;48;31;0;1;1;8;1;0;0
Ramazan Civelek;DF.MF;Fatih Karagümrük.Kayserispor;24;1996;34;1508;44.35;14;8;1.2;1;0;0;10;25;0;46;29;23;0;0;3;5;1;0;0
Tolga Ciğerci;MF;Başakşehir.Fenerbahçe;28;1992;18;1108;61.56;12;9;1.78;3;0;0;15;21;2;8;19;12;0;1;0;18;3;0;0
Tyler Boyd;MF;Beşiktaş.Sivasspor;25;1994;18;1041;57.83;12;1;1.89;2;0;0;33;14;1;26;11;6;0;6;0;19;12;0;0
Uğur Demirok;DF;Kayserispor.Konyaspor;32;1988;25;1690;67.6;18;15;1.4;5;0;0;12;13;1;1;19;14;0;6;0;17;6;4;4
Yaw Ackah;MF;Erzurum BB.Kayserispor;21;1999;13;532;40.92;7;3;1.08;5;1;1;16;5;0;0;8;10;0;0;0;2;1;0;0
Youssouf Ndayishimiye;MF.DF;Başakşehir.Yeni Malatyaspor;21;1998;33;2170;65.76;22;18;1.27;1;0;0;39;24;1;14;35;41;0;2;0;20;7;0;0
Zakarya Bergdich;DF;Denizlispor.Erzurum BB;31;1989;23;534;23.22;18;15;0.7;8;0;0;27;9;4;33;27;25;0;0;1;2;0;0;0
Ömer Ali Şahiner;MF.FW;Başakşehir.Konyaspor;28;1992;28;2098;74.93;24;13;1.18;3;0;0;22;12;13;89;12;18;0;2;1;11;4;0;0
İbrahim Akdağ;MF;Ankaragücü.Erzurum BB;29;1991;30;1368;45.6;28;15;1.0;7;0;0;54;55;0;38;37;40;0;2;1;22;8;2;2
İlhan Parlak;FW.MF;Ankaragücü.Kayserispor;33;1987;38;1959;51.55;20;5;0.97;4;1;1;26;41;7;22;15;11;0;9;2;45;19;0;0
İrfan Kahveci;MF;Başakşehir.Fenerbahçe;25;1995;30;2149;71.63;26;13;1.53;8;2;2;33;33;3;79;19;24;0;2;3;53;12;0;0
